season,episode,timecode_in,timecode_out,duration_line,line_order,text_line
1,6,"00:06:41,234","00:06:42,244",1.01,81,This one?
1,6,"00:06:45,780","00:06:48,453",2.67,82,Or do you mean this one?
1,6,"00:06:51,202","00:06:52,502",1.30,83,That one.
1,6,"00:06:58,668","00:07:01,588",2.92,84,Why does it look like Mu-deok is scolding him?
1,6,"00:07:02,380","00:07:03,840",1.46,85,Are you sure she likes him?
1,6,"00:07:03,923","00:07:05,383",1.46,86,That is the type of girl she is.
1,6,"00:07:05,883","00:07:09,603",3.72,87,She does not easily like or feel shy in front of others.
1,6,"00:07:12,890","00:07:16,060",3.17,88,Goodness. Look at Yul.
1,6,"00:07:16,853","00:07:19,563",2.71,89,He is still learning well despite being scolded.
1,6,"00:07:22,358","00:07:24,068",1.71,90,Learning?
1,6,"00:07:22,358","00:07:24,068",1.71,91,Look.
1,6,"00:07:24,777","00:07:26,567",1.79,92,I said that was enough.
1,6,"00:07:27,947","00:07:29,407",1.46,93,I do not enjoy salty food.
1,6,"00:07:30,116","00:07:31,076",0.96,94,Jeez.
1,6,"00:07:33,035","00:07:34,405",1.37,95,He was never like that
1,6,"00:07:34,495","00:07:37,415",2.92,96,Taste it yourself.
1,6,"00:07:34,495","00:07:37,415",2.92,97,in front of Master Heo or my uncle.
1,6,"00:07:37,498","00:07:38,708",1.21,98,This is interesting.
1,6,"00:07:39,292","00:07:42,212",2.92,99,Does he not look like an intimidated pupil?
1,6,"00:07:42,295","00:07:43,665",1.37,100,"It is bland, right?"
1,6,"00:07:43,754","00:07:47,514",3.76,101,See? You should have stopped when I told you to.
1,6,"00:07:47,592","00:07:51,012",3.42,102,I am sorry.
1,6,"00:07:47,592","00:07:51,012",3.42,103,A cute master and her diligent pupil.
1,6,"00:07:52,138","00:07:54,428",2.29,104,That is enough. It needs to boil down.
1,6,"00:07:54,515","00:07:56,635",2.12,105,A master and her pupil?
1,6,"00:07:54,515","00:07:56,635",2.12,106,Let it sit.
1,6,"00:07:56,726","00:08:01,233",4.51,107,Why were you so stubborn when this was your first time cooking?
1,6,"00:08:08,404","00:08:09,364",0.96,108,All right.
1,6,"00:08:09,447","00:08:13,077",3.63,109,Let me see how well you taught him and how well you learned from her.
1,6,"00:08:13,618","00:08:15,158",1.54,110,Let me have a taste.
1,6,"00:08:20,541","00:08:21,831",1.29,111,It is tasty.
1,6,"00:08:21,918","00:08:23,208",1.29,112,Tasty?
1,6,"00:08:25,630","00:08:27,840",2.21,113,I seasoned it just as Mu-deok told me to.
1,6,"00:08:30,885","00:08:32,005",1.12,114,Well done.
1,6,"00:08:33,095","00:08:35,885",2.79,115,You must have been elated to be complimented by your master.
1,6,"00:08:36,474","00:08:39,774",3.30,116,I thought I was good at everything since people called me a genius.
1,6,"00:08:40,561","00:08:42,731",2.17,117,But I learned that there are things I am not good at.
1,6,"00:08:42,813","00:08:43,773",0.96,118,Mu-deok.
1,6,"00:08:43,856","00:08:45,476",1.62,119,Thank you for helping me realize this.
1,6,"00:08:45,566","00:08:49,736",4.17,120,It was frustrating since he could not understand me at all.
1,6,"00:08:49,820","00:08:52,490",2.67,121,But he was determined to keep learning.
1,6,"00:08:53,157","00:08:54,827",1.67,122,That is why I kept teaching him.
1,6,"00:08:56,369","00:08:57,749",1.38,123,Look at you exaggerating.
1,6,"00:08:58,371","00:09:00,671",2.30,124,Is this a royal meal or something?
1,6,"00:09:00,748","00:09:03,538",2.79,125,There are things you can learn from preparing a meal.
1,6,"00:09:03,626","00:09:05,206",1.58,126,You should learn as well.
1,6,"00:09:03,626","00:09:08,014",4.39,127,"Sadly, I do not have a great master like he does."
1,6,"00:09:09,924","00:09:11,934",2.01,128,"I am sorry, but the rice is a bit burnt."
1,6,"00:09:12,009","00:09:14,679",2.67,129,I see.
1,6,"00:09:12,009","00:09:14,679",2.67,130,You can learn how to do it again.
1,6,"00:09:14,762","00:09:18,222",3.46,131,"Mu-deok, do you think Yul can do better next time around?"
1,6,"00:09:18,307","00:09:20,847",2.54,132,He is not completely hopeless.
1,6,"00:09:20,935","00:09:22,595",1.66,133,Thank you for your words.
1,6,"00:09:37,577","00:09:38,997",1.42,134,Why are you washing them alone?
1,6,"00:09:39,078","00:09:41,208",2.13,135,Ask your wonderful pupil to help you.
1,6,"00:09:41,289","00:09:44,999",3.71,136,"He prepared the meal, so I ought to clean up."
1,6,"00:09:46,377","00:09:47,917",1.54,137,Were you happy to teach him?
1,6,"00:09:48,588","00:09:51,554",2.97,138,Do you want him to be your pupil?
1,6,"00:09:51,632","00:09:53,632",2.00,139,It would have been easier had he been my pupil.
1,6,"00:09:54,218","00:09:56,298",2.08,140,He is diligent and obedient.
1,6,"00:09:57,096","00:09:59,266",2.17,141,He is not lazy or reckless like you.
1,6,"00:09:59,348","00:10:01,848",2.50,142,"Master, do not cheat on me."
1,6,"00:10:03,436","00:10:04,266",0.83,143,What?
1,6,"00:10:04,353","00:10:06,653",2.30,144,I get that you like him since he is diligent and obedient.
1,6,"00:10:06,731","00:10:09,071",2.34,145,But I am your one and only pupil.
1,6,"00:10:09,150","00:10:12,610",3.46,146,A master should not have multiple pupils and vice versa.
1,6,"00:10:12,695","00:10:15,905",3.21,147,Are you upset because I taught Yul how to cook?
1,6,"00:10:15,990","00:10:20,042",4.05,148,"Yes, I am. How could you teach someone else when your pupil is standing right in front of you?"
1,6,"00:10:20,620","00:10:22,790",2.17,149,"If you are going to teach someone how to cook, it should be me."
1,6,"00:10:22,872","00:10:24,502",1.63,150,Teaching someone else is betrayal and cheating.
1,6,"00:10:25,625","00:10:28,285",2.66,151,I can try to understand the betrayal part.
1,6,"00:10:28,377","00:10:29,587",1.21,152,But cheating?
1,6,"00:10:29,670","00:10:31,130",1.46,153,I am speechless.
1,6,"00:10:34,175","00:10:38,220",4.05,154,I am certain that I sensed cheating.
1,6,"00:10:45,561","00:10:46,771",1.21,155,What was that?
1,6,"00:10:47,813","00:10:48,733",0.92,156,What is it this time?
1,6,"00:10:48,814","00:10:50,574",1.76,157,"Mu-deok, do not cheat on me."
1,6,"00:10:50,650","00:10:52,070",1.42,158,It hurts and upsets me.
1,6,"00:10:52,151","00:10:54,951",2.80,159,I did not know my pupil was this possessive.
1,6,"00:10:55,655","00:11:00,695",5.04,160,Fine. My one and only pupil will be you who spews nonsense first thing in the morning. Happy?
1,6,"00:11:00,785","00:11:02,405",1.62,161,But--
1,6,"00:11:00,785","00:11:02,405",1.62,162,Mu-deok!
1,6,"00:11:03,454","00:11:04,414",0.96,163,Mu-deok!
1,6,"00:11:06,040","00:11:06,920",0.88,164,Young Master.
1,6,"00:11:07,667","00:11:13,302",5.63,165,Would I be cheating if I addressed others as Young Masters and answered their calls?
1,6,"00:11:13,381","00:11:15,131",1.75,166,That cannot be helped.
1,6,"00:11:15,216","00:11:20,222",5.01,167,"But when you address them, be a bit indifferent."
1,6,"00:11:22,014","00:11:23,354",1.34,168,How ridiculous.
1,6,"00:11:25,726","00:11:29,356",3.63,169,Young Master Park! I am coming!
1,6,"00:11:29,438","00:11:32,478",3.04,170,"Mu-deok, you are hurting my feelings."
1,6,"00:11:29,438","00:11:32,478",3.04,171,I told you to be indifferent.
1,6,"00:11:41,158","00:11:42,908",1.75,172,That is one tall tree.
1,6,"00:11:44,912","00:11:47,372",2.46,173,"Yul, was this the tree you wanted to see?"
1,6,"00:11:48,707","00:11:49,957",1.25,174,I think so.
1,6,"00:11:51,377","00:11:53,417",2.04,175,I cannot believe it really exists.
1,6,"00:12:01,512","00:12:04,522",3.01,176,How did you know that I was injured?
1,6,"00:12:05,224","00:12:08,024",2.80,177,There is a really tall tree nearby.
1,6,"00:12:09,770","00:12:13,150",3.38,178,I can see the entirety of Danhyanggok from up there.
1,6,"00:12:18,612","00:12:21,532",2.92,179,You can see the entirety of Danhyanggok from up there.
1,6,"00:12:25,077","00:12:29,424",4.35,180,"Does that mean you have climbed up that tree before, Mu-deok?"
1,6,"00:12:33,419","00:12:36,379",2.96,181,That was just my guess since the tree was so tall.
1,6,"00:12:38,257","00:12:40,427",2.17,182,Then do you want to climb it?
1,6,"00:12:40,509","00:12:42,179",1.67,183,Should I help you get up there?
1,6,"00:12:42,845","00:12:45,465",2.62,184,"Dang-gu, you cannot climb that tree."
1,6,"00:12:45,556","00:12:48,886",3.33,185,You need to have mastered at least Chisu to go up there.
1,6,"00:12:50,144","00:12:51,154",1.01,186,Is that so?
1,6,"00:12:51,770","00:12:53,270",1.50,187,Should I try?
1,6,"00:12:53,856","00:12:54,856",1.00,188,Yes.
1,6,"00:12:54,940","00:12:56,860",1.92,189,Maybe you could do it.
1,6,"00:12:57,443","00:12:58,743",1.30,190,"Mu-deok, go with him."
1,6,"00:13:02,448","00:13:03,528",1.08,191,Do you want to go up there?
1,6,"00:13:08,829","00:13:10,119",1.29,192,"No, thank you."
1,6,"00:13:10,206","00:13:13,326",3.12,193,I do not want to climb such a special tree with just anyone.
1,6,"00:13:18,255","00:13:19,085",0.83,194,"""Just anyone""?"
1,6,"00:13:22,259","00:13:25,469",3.21,195,I guess she is too afraid to go up there.
1,6,"00:13:25,554","00:13:26,894",1.34,196,Let us go.
1,6,"00:13:38,275","00:13:40,275",2.00,197,I examined the core of his energy.
1,6,"00:13:41,529","00:13:44,319",2.79,198,"He was a commoner, not a mage."
1,6,"00:13:45,324","00:13:48,494",3.17,199,I am certain that there are more victims.
1,6,"00:13:48,577","00:13:51,957",3.38,200,There is a soul shifter among us.
1,6,"00:13:52,540","00:13:54,460",1.92,201,"What should we do, Master Lee?"
1,6,"00:13:54,542","00:13:58,961",4.42,202,Locating the origin of this sorcery is direr than catching the soul shifter.
1,6,"00:13:59,797","00:14:01,337",1.54,203,I suspect Cheonbugwan.
1,6,"00:14:03,175","00:14:09,056",5.88,204,This soul shifter who had entered Songrim recently was a constellation recorder mage there.
1,6,"00:14:10,015","00:14:17,483",7.47,205,"Also, the one who killed Naksu, who died while soul shifting, and destroyed all traces of her men was Assistant Gwanju Jin Mu."
1,6,"00:14:18,941","00:14:20,651",1.71,206,Naksu…
1,6,"00:14:27,616","00:14:30,366",2.75,207,We identified him with the possessions he had.
1,6,"00:14:30,452","00:14:31,582",1.13,208,Who was he?
1,6,"00:14:31,662","00:14:34,042",2.38,209,He was a low-ranking servant from Cheonbugwan.
1,6,"00:14:34,123","00:14:37,593",3.47,210,What? Cheonbugwan was involved once again.
1,6,"00:14:37,668","00:14:40,338",2.67,211,I will confront Jin Mu right now.
1,6,"00:14:40,421","00:14:42,011",1.59,212,Follow me.
1,6,"00:14:42,089","00:14:43,299",1.21,213,Yeom!
1,6,"00:14:43,966","00:14:44,926",0.96,214,Yes?
1,6,"00:14:45,593","00:14:46,723",1.13,215,Do not do anything.
1,6,"00:14:48,596","00:14:51,716",3.12,216,You used to ruin everything due to your recklessness back in the day.
1,6,"00:14:51,807","00:14:53,887",2.08,217,"You may have aged now, but your temper remains."
1,6,"00:14:54,810","00:14:56,480",1.67,218,"I am sorry, Master Lee."
1,6,"00:14:57,062","00:14:58,192",1.13,219,It is not the time yet.
1,6,"00:14:58,272","00:15:02,232",3.96,220,We must observe Cheonbugwan discreetly.
1,6,"00:15:02,318","00:15:03,608",1.29,221,Jin.
1,6,"00:15:04,612","00:15:06,162",1.55,222,You have grown up well.
1,6,"00:15:07,448","00:15:09,578",2.13,223,You used to wear a diaper and roam around.
1,6,"00:15:09,658","00:15:12,908",3.25,224,I cannot believe you are all grown up and leading your people.
1,6,"00:15:17,708","00:15:18,788",1.08,225,Master Lee.
1,6,"00:15:25,049","00:15:26,679",1.63,226,Who is he?
1,6,"00:15:28,135","00:15:33,307",5.17,227,"He was the pupil of Master Seo Gyeong, the founder of Songrim."
1,6,"00:15:34,350","00:15:35,810",1.46,228,But he is so young.
1,6,"00:15:36,936","00:15:38,266",1.33,229,He is not.
1,6,"00:15:39,146","00:15:44,938",5.79,230,I still remember singing… at his 100th birthday party.
1,6,"00:15:48,614","00:15:50,074",1.46,231,I even danced.
1,6,"00:15:53,827","00:15:56,707",2.88,232,Is this dog Gwigu?
1,6,"00:15:58,916","00:16:03,376",4.46,233,So it was you who took Gwigu from Jinyowon.
1,6,"00:16:04,380","00:16:06,720",2.34,234,He will find the soul shifter.
1,6,"00:16:07,508","00:16:09,968",2.46,235,"Naksu was the one who died while soul shifting, right?"
1,6,"00:16:10,052","00:16:10,892",0.84,236,"Yes, Master Lee."
1,6,"00:16:10,970","00:16:14,430",3.46,237,She was a notorious assassin who was talented in spells.
1,6,"00:16:16,809","00:16:19,349",2.54,238,Was it Naksu's soul that I sensed?
1,6,"00:16:31,740","00:16:36,454",4.71,239,"The one who has Jang Gang's sword -is his son, Jang Uk, right?"
1,6,"00:16:34,284","00:16:36,454",2.17,240,Yes.
1,6,"00:16:36,537","00:16:40,367",3.83,241,Have you seen him before?
1,6,"00:16:40,457","00:16:45,588",5.13,242,I met a boy with a binding bracelet and his maid who followed him around.
1,6,"00:16:47,339","00:16:48,629",1.29,243,It was interesting.
1,6,"00:16:55,723","00:16:58,273",2.55,244,Mu-deok packed us some chestnuts.
1,6,"00:16:58,350","00:17:00,980",2.63,245,"Yes, they are sweet."
1,6,"00:16:58,350","00:17:00,980",2.63,246,Give some to Maidservant Kim as well.
1,6,"00:17:01,061","00:17:01,941",0.88,247,Sure.
1,6,"00:17:10,946","00:17:12,486",1.54,248,Why did you bring your father's sword?
1,6,"00:17:13,115","00:17:15,365",2.25,249,"Oh, that? Mu-deok brought it."
1,6,"00:17:15,451","00:17:18,541",3.09,250,"You are not going to train, so why did you bring this precious sword?"
1,6,"00:17:19,288","00:17:20,658",1.37,251,Should I give it to Maidservant Kim?
1,6,"00:17:22,583","00:17:28,297",5.71,252,You… are not his son.
1,6,"00:17:31,800","00:17:32,930",1.13,253,Do as you wish.
1,6,"00:17:37,139","00:17:38,309",1.17,254,Let us go.
1,6,"00:17:37,139","00:17:38,309",1.17,255,Sure.
1,6,"00:17:41,018","00:17:43,648",2.63,256,Did you say you came here often to pick herbs?
1,6,"00:17:44,980","00:17:48,860",3.88,257,Have you ever encountered someone who lived here?
1,6,"00:17:48,942","00:17:51,952",3.01,258,"No, Young Master Seo."
1,6,"00:17:48,942","00:17:51,952",3.01,259,Who would live in a place like this?
1,6,"00:17:53,322","00:17:54,572",1.25,260,I see.
1,6,"00:17:59,286","00:18:00,496",1.21,261,One more thing.
1,6,"00:18:02,539","00:18:04,669",2.13,262,Did it get pretty cold during the winter?
1,6,"00:18:06,126","00:18:07,536",1.41,263,Why do you ask?
1,6,"00:18:09,671","00:18:11,421",1.75,264,I never came here during the winter.
1,6,"00:18:14,426","00:18:16,426",2.00,265,I worried whenever it started snowing.
1,6,"00:18:18,222","00:18:23,850",5.63,266,I worried if it was too cold or if things were all right amid the snow.
1,6,"00:18:34,154","00:18:38,949",4.80,267,It is actually warmer than you think.
1,6,"00:18:42,037","00:18:45,037",3.00,268,The snow quickly melts in the sunny spots.
1,6,"00:18:47,960","00:18:49,920",1.96,269,Is that so? I am relieved.
1,6,"00:18:56,051","00:19:02,099",6.05,270,There is a variety of food to eat during the winter and many places to take refuge from the snow.
1,6,"00:19:04,977","00:19:07,347",2.37,271,I bet this will be tasty.
1,6,"00:19:04,977","00:19:07,347",2.37,272,They are really sweet.
1,6,"00:19:10,315","00:19:11,725",1.41,273,Should we stay a day more?
1,6,"00:19:13,152","00:19:15,652",2.50,274,Mu-deok must really like him.
1,6,"00:19:20,200","00:19:24,408",4.21,275,She does not like him.
1,6,"00:19:24,496","00:19:26,996",2.50,276,I am telling you. She does.
1,6,"00:19:27,708","00:19:28,628",0.92,277,Look.
1,6,"00:19:28,709","00:19:32,799",4.09,278,She does not look at us the same way she looks at him.
1,6,"00:19:41,263","00:19:42,933",1.67,279,The wind keeps blowing.
1,6,"00:19:51,607","00:19:53,317",1.71,280,Is it coming from her?
1,6,"00:19:57,070","00:19:58,030",0.96,281,"Dang-gu, let us go."
1,6,"00:19:58,655","00:19:59,735",1.08,282,All right.
1,6,"00:20:04,036","00:20:05,786",1.75,283,"Goodbye, Mu-deok."
1,6,"00:20:11,251","00:20:12,291",1.04,284,Let us go.
1,6,"00:20:19,676","00:20:21,216",1.54,285,I will see them off.
1,6,"00:20:33,982","00:20:36,152",2.17,286,Bye.
1,6,"00:20:33,982","00:20:36,152",2.17,287,Bye.
1,6,"00:20:37,069","00:20:39,279",2.21,288,Try to remember where you had lost your Spirit Plaque.
1,6,"00:20:39,863","00:20:41,953",2.09,289,I will.
1,6,"00:20:39,863","00:20:41,953",2.09,290,Lie low.
1,6,"00:20:42,449","00:20:44,619",2.17,291,The Unanimous Assembly was summoned because of you.
1,6,"00:20:44,701","00:20:47,621",2.92,292,I guess all 12 of my former masters attended it.
1,6,"00:20:47,704","00:20:50,544",2.84,293,They were all so heartless to their former pupil.
1,6,"00:20:51,208","00:20:54,088",2.88,294,They even mentioned cutting off your energy flow.
1,6,"00:20:54,836","00:20:57,086",2.25,295,Why would they say that?
1,6,"00:20:54,836","00:20:57,086",2.25,296,What?
1,6,"00:20:59,591","00:21:01,341",1.75,297,Because you avoided your duel by fleeing.
1,6,"00:21:03,011","00:21:04,811",1.80,298,But it is a ridiculous duel.
1,6,"00:21:04,888","00:21:06,718",1.83,299,And you did not want it either.
1,6,"00:21:06,807","00:21:09,017",2.21,300,Nobody is expecting you to come to that duel.
1,6,"00:21:09,101","00:21:12,771",3.67,301,So just stay here and be laid-back like always.
1,6,"00:21:15,148","00:21:16,858",1.71,302,The leader wanted to know something.
1,6,"00:21:18,402","00:21:20,492",2.09,303,He asked if you were doing as you were told.
1,6,"00:21:22,739","00:21:27,291",4.55,304,You are the result of your mother's love affair.
1,6,"00:21:27,369","00:21:29,909",2.54,305,But we cannot allow you to lead Cheonbugwan after your father.
1,6,"00:21:29,997","00:21:37,495",7.50,306,So stop dreaming of becoming… like your father.
1,6,"00:21:38,088","00:21:44,218",6.13,307,Just stay a clueless Young Master of the Jang family.
1,6,"00:21:47,597","00:21:49,927",2.33,308,Can I tell him that you are?
1,6,"00:21:50,017","00:21:51,937",1.92,309,Have I ever listened to anyone?
1,6,"00:21:52,561","00:21:55,441",2.88,310,Tell him I am doing the very opposite and being reckless.
1,6,"00:21:58,692","00:21:59,862",1.17,311,"Dang-gu, leave that here."
1,6,"00:22:00,861","00:22:01,781",0.92,312,Why?
1,6,"00:22:02,654","00:22:04,954",2.30,313,I want to help Mu-deok catch a pheasant.
1,6,"00:22:09,369","00:22:10,579",1.21,314,Goodbye.
1,6,"00:22:16,043","00:22:18,633",2.59,315,Did we hurt his pride?
1,6,"00:22:18,712","00:22:19,592",0.88,316,Let him be.
1,6,"00:22:19,671","00:22:22,171",2.50,317,We cannot ask him to come and meet a dignified death.
1,6,"00:22:30,140","00:22:32,480",2.34,318,So you retrieved the sword you threw away.
1,6,"00:22:35,020","00:22:37,020",2.00,319,It hurt my pride to hear that I was a laughingstock.
1,6,"00:22:39,149","00:22:41,899",2.75,320,"In that case, let us train as if your life depended on it."
1,6,"00:22:43,236","00:22:47,873",4.64,321,You seem happy to hear that your pupil became a laughingstock.
1,6,"00:22:48,658","00:22:51,078",2.42,322,"Since we are on the topic, let me add more motivation."
1,6,"00:22:52,329","00:22:55,619",3.29,323,Your friends did not ask you to return home with them.
1,6,"00:22:55,707","00:22:58,457",2.75,324,"Had they been in your shoes, they would have fought to their deaths."
1,6,"00:22:58,543","00:23:01,463",2.92,325,But they told you to hide and run away.
1,6,"00:23:02,547","00:23:03,667",1.12,326,Can you guess why?
1,6,"00:23:06,134","00:23:08,724",2.59,327,That is because you are worthless.
1,6,"00:23:10,639","00:23:12,599",1.96,328,Your tongue is sharp like a sword.
1,6,"00:23:13,475","00:23:16,475",3.00,329,You do not hesitate to cut me with your words. How merciless.
1,6,"00:23:16,561","00:23:20,897",4.34,330,I would not hesitate to stab you with a sword if that could get you back on your feet.
1,6,"00:23:20,982","00:23:22,032",1.05,331,"Yes, Master."
1,6,"00:23:22,109","00:23:24,359",2.25,332,Keep stabbing your worthless pupil.
1,6,"00:23:27,072","00:23:29,122",2.05,333,Why are you not motivated after what I said?
1,6,"00:23:29,199","00:23:30,489",1.29,334,Why are you dispirited?
1,6,"00:23:32,994","00:23:35,214",2.22,335,Your spiteful words demotivated me.
1,6,"00:23:35,956","00:23:37,416",1.46,336,I need to bathe and cool myself down.
1,6,"00:23:39,209","00:23:41,169",1.96,337,Why does he bathe so much in one day?
1,6,"00:23:41,253","00:23:42,753",1.50,338,You worthless and lazy scumbag.
1,6,"00:23:42,838","00:23:44,168",1.33,339,I hope you burn yourself in hot water!
1,6,"00:23:45,549","00:23:49,009",3.46,340,Unbelievable. What kind of a master says such a thing to her pupil?
1,6,"00:23:54,224","00:23:58,404",4.18,341,Did Uk not know how he lost his Spirit Plaque?
1,6,"00:23:59,354","00:24:03,815",4.46,342,"Maybe someone sold it after he had dropped it, and that is how those men got hold of it."
1,6,"00:24:03,900","00:24:05,860",1.96,343,I heard there was a place where they sold such plaques.
1,6,"00:24:07,070","00:24:09,870",2.80,344,Keep tracking his Spirit Plaque.
1,6,"00:24:11,032","00:24:12,332",1.30,345,"Yes, my lord."
1,6,"00:24:11,032","00:24:12,332",1.30,346,"Yes, my lord."
1,6,"00:24:12,409","00:24:18,077",5.67,347,How… is Uk doing?
1,6,"00:24:20,709","00:24:23,249",2.54,348,He is doing well. He fishes and drinks.
1,6,"00:24:24,337","00:24:26,457",2.12,349,He has yet to unfasten the binding bracelet.
