season,episode,timecode_in,timecode_out,duration_line,line_order,text_line
1,5,"00:24:11,533","00:24:14,743",3.21,211,There is a great soul dwelling inside that small body.
1,5,"00:24:17,038","00:24:18,998",1.96,212,Let us get to know her a bit.
1,5,"00:24:19,082","00:24:20,542",1.46,213,Do not lie.
1,5,"00:24:20,625","00:24:23,205",2.58,214,I am serious. I moved you so you could sleep comfortably.
1,5,"00:24:23,295","00:24:24,665",1.37,215,What is your relationship?
1,5,"00:24:26,423","00:24:27,633",1.21,216,Are you married?
1,5,"00:24:27,716","00:24:28,926",1.21,217,No.
1,5,"00:24:27,716","00:24:28,926",1.21,218,No.
1,5,"00:24:29,885","00:24:33,045",3.16,219,You did not put me on the bed.
1,5,"00:24:29,885","00:24:33,045",3.16,220,I remember sleeping on the floor.
1,5,"00:24:33,138","00:24:35,178",2.04,221,Why would I lie to you? I really--
1,5,"00:24:35,265","00:24:36,555",1.29,222,You always lie.
1,5,"00:24:35,265","00:24:36,555",1.29,223,They must be married.
1,5,"00:24:37,475","00:24:38,635",1.16,224,We are not.
1,5,"00:24:37,475","00:24:38,635",1.16,225,We are not.
1,5,"00:24:39,227","00:24:40,807",1.58,226,So did you win?
1,5,"00:24:40,896","00:24:42,436",1.54,227,"No, I lost. But…"
1,5,"00:24:43,315","00:24:44,685",1.37,228,He is very strong.
1,5,"00:24:44,774","00:24:46,994",2.22,229,He is--
1,5,"00:24:44,774","00:24:46,994",2.22,230,Good for you. I knew it.
1,5,"00:24:47,068","00:24:48,108",1.04,231,What?
1,5,"00:24:52,449","00:24:55,829",3.38,232,They even held a gathering.
1,5,"00:24:52,449","00:24:55,829",3.38,233,Things are getting out of hand.
1,5,"00:24:55,911","00:24:59,251",3.34,234,Do you think Uk and Mu-deok are all right?
1,5,"00:24:59,331","00:25:02,001",2.67,235,"They went to Sari Village, Mu-deok's hometown."
1,5,"00:25:02,083","00:25:03,253",1.17,236,She must be happy.
1,5,"00:25:05,086","00:25:06,666",1.58,237,Why would she be happy?
1,5,"00:25:06,755","00:25:07,875",1.12,238,She had to leave you.
1,5,"00:25:07,964","00:25:10,224",2.26,239,So?
1,5,"00:25:07,964","00:25:10,224",2.26,240,"Goodness, you fool."
1,5,"00:25:10,300","00:25:12,220",1.92,241,Mu-deok is in love with you.
1,5,"00:25:14,846","00:25:18,480",3.63,242,She only said that so she could help Uk.
1,5,"00:25:18,558","00:25:20,268",1.71,243,Sure. Whatever.
1,5,"00:25:23,271","00:25:26,191",2.92,244,I heard Young Master Jang ran away.
1,5,"00:25:26,274","00:25:30,404",4.13,245,He did not run away.
1,5,"00:25:26,274","00:25:30,404",4.13,246,He just fled to take refuge.
1,5,"00:25:30,487","00:25:31,947",1.46,247,What is the difference?
1,5,"00:25:32,030","00:25:34,700",2.67,248,Does that mean he went to Danhyanggok with Mu-deok?
1,5,"00:25:36,576","00:25:38,656",2.08,249,Danhyanggok?
1,5,"00:25:36,576","00:25:38,656",2.08,250,Yes.
1,5,"00:25:38,745","00:25:42,115",3.37,251,She lit firecrackers there recently under Young Master Jang's orders.
1,5,"00:25:42,207","00:25:44,787",2.58,252,I remember seeing the fireworks from the fortress.
1,5,"00:25:44,876","00:25:47,956",3.08,253,I figured that was where they went since it is not too far away.
1,5,"00:25:48,046","00:25:50,716",2.67,254,Did I guess correctly?
1,5,"00:25:48,046","00:25:50,716",2.67,255,No.
1,5,"00:25:50,799","00:25:53,679",2.88,256,"Mu-deok took him to Sari Village, her hometown."
1,5,"00:25:53,760","00:25:55,760",2.00,257,"Oh, I see. Sari Village."
1,5,"00:25:55,845","00:25:57,965",2.12,258,Do not tell anyone that Uk is there.
1,5,"00:25:58,556","00:26:00,226",1.67,259,All right. I will not.
1,5,"00:26:00,308","00:26:01,428",1.12,260,Enjoy.
1,5,"00:26:03,603","00:26:05,943",2.34,261,Mu-deok used to go to Danhyanggok?
1,5,"00:26:06,022","00:26:07,522",1.50,262,That place is pretty dangerous.
1,5,"00:26:07,607","00:26:09,937",2.33,263,Is that the place where you kept your pet bird?
1,5,"00:26:10,652","00:26:12,702",2.05,264,You hurt your leg there and worried everyone.
1,5,"00:26:13,655","00:26:15,065",1.41,265,"Yes, it was Danhyanggok."
1,5,"00:26:17,242","00:26:19,412",2.17,266,I had forgotten all about that place.
1,5,"00:26:33,091","00:26:34,221",1.13,267,The fire is weak.
1,5,"00:26:39,264","00:26:41,894",2.63,268,"His body must be filled with energy, judging by his strength."
1,5,"00:26:44,894","00:26:46,604",1.71,269,He has mastered Jipsu.
1,5,"00:26:47,230","00:26:49,610",2.38,270,Jipsu? That means he is as strong as I am.
1,5,"00:26:49,691","00:26:52,071",2.38,271,No wonder it was not easy to fight him.
1,5,"00:27:01,619","00:27:03,789",2.17,272,He is using his energy to control fire.
1,5,"00:27:03,872","00:27:07,004",3.13,273,He is far above the Ryusu level.
1,5,"00:27:07,083","00:27:09,133",2.05,274,RYUSU: THE STAGE OF EMITTING ENERGY FROM THE BODY
1,5,"00:27:09,711","00:27:10,671",0.96,275,Ryusu?
1,5,"00:27:11,796","00:27:14,416",2.62,276,He is stronger than I am.
1,5,"00:27:11,796","00:27:14,416",2.62,277,I could have gotten badly hurt.
1,5,"00:27:19,721","00:27:21,471",1.75,278,The rain has soaked my clothes.
1,5,"00:27:43,536","00:27:44,696",1.16,279,He has mastered Chisu.
1,5,"00:27:45,497","00:27:47,417",1.92,280,He dried his clothes so easily.
1,5,"00:27:47,499","00:27:50,129",2.63,281,He is a master of the higher levels of Chisu.
1,5,"00:27:56,925","00:27:58,545",1.62,282,A master of levels beyond Chisu?
1,5,"00:27:59,844","00:28:01,304",1.46,283,I could have died.
1,5,"00:28:04,933","00:28:06,483",1.55,284,It is nice and dry.
1,5,"00:28:15,485","00:28:16,815",1.33,285,Do not drink that tea.
1,5,"00:28:21,574","00:28:23,084",1.51,286,You drank the entire pot?
1,5,"00:28:23,159","00:28:24,159",1.00,287,Yes.
1,5,"00:28:24,244","00:28:26,334",2.09,288,Are you all right? Do you feel unwell?
1,5,"00:28:28,957","00:28:29,997",1.04,289,Did you brew poisonous herbs?
1,5,"00:28:30,917","00:28:32,287",1.37,290,"No, not poisonous herbs."
1,5,"00:28:32,377","00:28:33,667",1.29,291,Chaste herbs.
1,5,"00:28:33,753","00:28:35,003",1.25,292,Chaste?
1,5,"00:28:35,088","00:28:36,338",1.25,293,Chaste herbs?
1,5,"00:28:36,923","00:28:39,973",3.05,294,You mentioned picking herbs that grow only in Danhyanggok.
1,5,"00:28:40,051","00:28:41,391",1.34,295,Did you mean chaste herbs?
1,5,"00:28:43,680","00:28:45,520",1.84,296,You know about chaste herbs?
1,5,"00:28:45,598","00:28:51,983",6.38,297,I heard that there were mages who drink tea made with chaste herbs to lower their libido so they could focus on mastering their spells.
1,5,"00:28:53,398","00:28:55,068",1.67,298,Lower their libido? What is that?
1,5,"00:28:55,900","00:28:58,700",2.80,299,"Your sexual desire, one of the five desires of humans."
1,5,"00:28:58,778","00:29:00,278",1.50,300,What? Sexual desire?
1,5,"00:29:02,991","00:29:09,788",6.80,301,Chaste herbs cut off… the energy that causes humans to have sexual desires.
1,5,"00:29:12,000","00:29:17,508",5.51,302,I heard about a mage who reached a high level of sorcery by cutting off his libido and mastering spells.
1,5,"00:29:17,589","00:29:24,052",6.46,303,"They say he only wears clothes made with hemp fabric, which is why they call him, ""Hemp Master Lee."""
1,5,"00:29:24,137","00:29:27,847",3.71,304,You really do know a lot of things for a mere maid.
1,5,"00:29:30,477","00:29:33,687",3.21,305,I am honored to have met a mage who has reached such a high level.
1,5,"00:29:34,230","00:29:36,190",1.96,306,"Here is a proper greeting, Hemp Master Lee."
1,5,"00:29:44,824","00:29:45,784",0.96,307,Young Master.
1,5,"00:29:45,867","00:29:47,787",1.92,308,What are you doing? Greet him properly.
1,5,"00:29:50,914","00:29:54,214",3.30,309,Does this mean my libido has been cut off?
1,5,"00:29:55,585","00:29:56,705",1.12,310,No…
1,5,"00:29:56,795","00:29:57,795",1.00,311,No way.
1,5,"00:29:57,879","00:29:59,419",1.54,312,No…
1,5,"00:30:00,131","00:30:02,051",1.92,313,That cannot happen. Please help me.
1,5,"00:30:02,884","00:30:05,644",2.76,314,A single pot of tea is not enough to cut off your libido.
1,5,"00:30:05,720","00:30:07,560",1.84,315,Are you sure? Tell me the truth!
1,5,"00:30:07,639","00:30:09,639",2.00,316,"Yes, it is the truth."
1,5,"00:30:07,639","00:30:12,194",4.56,317,"If you are so worried, I will make you a tonic to help boost it back."
1,5,"00:30:14,145","00:30:16,765",2.62,318,Thank you.
1,5,"00:30:16,856","00:30:17,856",1.00,319,Master Lee.
1,5,"00:30:17,941","00:30:20,691",2.75,320,Can you help my young master?
1,5,"00:30:20,777","00:30:25,157",4.38,321,He is struggling to control the energy that is focused on his right arm.
1,5,"00:30:25,240","00:30:29,160",3.92,322,Can you help him control it?
1,5,"00:30:29,244","00:30:33,955",4.71,323,"Teaching him would not be hard, but if you wish to learn from me, you must do as I say."
1,5,"00:30:34,040","00:30:35,250",1.21,324,Are you ready for that?
1,5,"00:30:35,333","00:30:36,753",1.42,325,He is ready to do anything.
1,5,"00:30:36,835","00:30:37,745",0.91,326,Right?
1,5,"00:30:40,296","00:30:43,046",2.75,327,What exactly do I need to do?
1,5,"00:30:43,132","00:30:46,471",3.34,328,"Just like me, you must drink chaste herb tea."
1,5,"00:30:47,762","00:30:53,941",6.18,329,Are you willing to cut off… your libido?
1,5,"00:30:58,523","00:31:00,153",1.63,330,You drank the whole pot?
1,5,"00:31:00,650","00:31:01,650",1.00,331,Yes.
1,5,"00:31:02,610","00:31:03,820",1.21,332,"You can do it, right?"
1,5,"00:31:15,748","00:31:17,998",2.25,333,So what if he is a renowned mage?
1,5,"00:31:18,084","00:31:21,804",3.72,334,He is stuck here all by himself without a pupil for a good reason.
1,5,"00:31:22,630","00:31:24,880",2.25,335,His method will speed things up.
1,5,"00:31:25,383","00:31:28,143",2.76,336,You will quickly be able to control that energy in your arm.
1,5,"00:31:28,219","00:31:31,809",3.59,337,Listen. He wants me to drink that chaste herb tea. That is ridiculous.
1,5,"00:31:31,890","00:31:36,350",4.46,338,I am already bothered by how much I drank yesterday.
1,5,"00:31:36,436","00:31:38,856",2.42,339,I wonder if this tonic will be enough to undo it.
1,5,"00:31:38,938","00:31:40,768",1.83,340,It is not entirely ridiculous.
