"season","episode","number_line","timecode_in","timecode_out","text"
"1","8","153","00:21:02:09","00:21:03:14","Are you all right?"
"1","8","154","00:21:06:24","00:21:09:18","What was that?"
"1","8","155","00:21:11:00","00:21:12:13","Were you after him?"
"1","8","156","00:21:13:10","00:21:14:15","Yes."
"1","8","157","00:21:16:12","00:21:18:02","I am glad that you are unscathed."
"1","8","158","00:21:18:23","00:21:20:01","Wait."
"1","8","159","00:21:21:18","00:21:22:18","Thank you."
"1","8","160","00:21:23:06","00:21:24:19","If you feel unwell,"
"1","8","161","00:21:25:14","00:21:27:08","visit Sejukwon in Songrim."
"1","8","162","00:21:27:10","00:21:28:23","Do you know Sejukwon?"
"1","8","163","00:21:29:00","00:21:30:18","I am Sejukwon's…"
"1","8","164","00:21:34:21","00:21:36:14","Heo Yun-ok."
"1","8","165","00:21:55:22","00:21:58:24","Seeing that you have it
instead of your friend,"
"1","8","166","00:22:00:05","00:22:02:02","I am guessing that friend is gone."
"1","8","167","00:22:05:16","00:22:06:22","You knew…"
"1","8","168","00:22:08:23","00:22:10:11","who I was all along."
"1","8","169","00:23:11:18","00:23:12:24","Are you all right?"
"1","8","170","00:23:13:01","00:23:14:19","Hey, are you all right?"
"1","8","171","00:23:14:21","00:23:17:17","Try getting up. Slowly."
"1","8","172","00:23:21:06","00:23:22:20","It is a monster!"
"1","8","173","00:23:24:22","00:23:25:23","A soul shifter."
"1","8","174","00:23:26:00","00:23:27:02","It is a soul shifter!"
"1","8","175","00:23:27:04","00:23:29:11","-A soul shifter!
-A soul shifter!"
"1","8","176","00:24:02:16","00:24:05:10","The real Danju is someone else."
"1","8","177","00:24:06:11","00:24:10:03","The true Danju
can prevent you from running wild."
"1","8","178","00:24:10:04","00:24:12:23","Go on. Go to your Danju."
"1","8","179","00:24:15:06","00:24:16:20","Gil-ju went missing?"
"1","8","180","00:24:16:22","00:24:20:16","We have not heard from him
ever since he went after Jang Uk's maid."
"1","8","181","00:24:22:05","00:24:23:20","Jang Uk's maid?"
"1","8","182","00:24:24:10","00:24:26:04","Why would he go after her?"
"1","8","183","00:24:26:06","00:24:29:23","To be honest,
he had been after Jang Uk all along."
"1","8","184","00:24:30:24","00:24:34:16","The Spirit Plaque Naksu had left
was actually Jang Uk's."
"1","8","185","00:24:35:10","00:24:38:14","He must have been after Jang Uk,
thinking he was involved."
"1","8","186","00:24:38:16","00:24:40:22","Then you should have told me sooner!"
"1","8","187","00:24:41:13","00:24:42:19","He told me to stay silent."
"1","8","188","00:24:42:21","00:24:45:03","He must have wanted
to find firm evidence first."
"1","8","189","00:24:45:19","00:24:47:22","Order all of our mages to look for Gil-ju."
"1","8","190","00:24:54:03","00:24:55:20","Uk's binding bracelet was found"
"1","8","191","00:24:55:22","00:24:58:09","in the spot where
the alchemy of souls had taken place?"
"1","8","192","00:24:58:11","00:24:59:23","Dang-gu is looking for Young Master Jang."
"1","8","193","00:25:00:01","00:25:02:02","Young Master Seo is searching
the area around the temple."
"1","8","194","00:25:02:04","00:25:04:19","-They were at the temple?
-Yes, my lord."
"1","8","195","00:25:04:21","00:25:08:22","I doubt Uk was capable
of carrying out the alchemy of souls."
"1","8","196","00:25:09:00","00:25:10:08","Master Lee,"
"1","8","197","00:25:10:10","00:25:12:23","what if someone else's soul
has shifted into Uk's body?"
"1","8","198","00:25:13:00","00:25:15:19","Do not worry. I am sure he is fine."
"1","8","199","00:25:20:09","00:25:22:14","She will protect him."
"1","8","200","00:25:22:16","00:25:23:20","By the way,"
"1","8","201","00:25:23:22","00:25:27:15","where is our leader among all this chaos?"
"1","8","202","00:25:28:13","00:25:30:05","Before Uk was born…"
"1","8","203","00:25:31:24","00:25:34:00","About 20 years ago…"
"1","8","204","00:25:34:15","00:25:35:15","Did Jang Gang"
"1","8","205","00:25:36:12","00:25:38:08","perform the alchemy of souls?"
"1","8","206","00:25:43:14","00:25:45:21","The Gwanju of Cheonbugwan
performing sorcery?"
"1","8","207","00:25:46:16","00:25:48:00","That is absurd."
"1","8","208","00:25:48:02","00:25:49:07","Jin Mu told me about it."
"1","8","209","00:25:50:23","00:25:52:24","I could not dare to hear from him,"
"1","8","210","00:25:54:09","00:25:55:24","so I came to you instead."
"1","8","211","00:26:00:10","00:26:01:20","Madam Do-hwa…"
"1","8","212","00:26:03:01","00:26:04:19","was indeed once concerned"
"1","8","213","00:26:05:19","00:26:08:17","that the Gwanju was interested
in learning a strange spell."
"1","8","214","00:26:09:13","00:26:12:20","However, it did not last long."
"1","8","215","00:26:13:10","00:26:15:16","He did not come home for a year."
"1","8","216","00:26:16:07","00:26:19:20","He practiced spells with Jin Mu
in the Cheonbugwan Secret Room."
"1","8","217","00:26:19:22","00:26:20:21","However,"
"1","8","218","00:26:20:23","00:26:24:18","he stopped doing so
after his wife became pregnant."
"1","8","219","00:26:28:16","00:26:32:13","Do-hwa gave birth to the late king's son."
"1","8","220","00:26:33:05","00:26:34:07","The late king"
"1","8","221","00:26:35:02","00:26:37:20","passed due to a severe illness
and could not even move."
"1","8","222","00:26:37:22","00:26:39:06","So how is that possible?"
"1","8","223","00:26:41:05","00:26:44:17","The alchemy of souls
would have made that possible."
"1","8","224","00:26:46:16","00:26:48:00","As a mage,"
"1","8","225","00:26:49:08","00:26:51:13","he was just briefly curious about it."
"1","8","226","00:26:51:15","00:26:52:13","No."
"1","8","227","00:26:53:21","00:26:55:04","He committed something"
"1","8","228","00:26:56:16","00:26:57:22","irreparable…"
"1","8","229","00:26:58:17","00:27:02:17","to Do-hwa and Uk."
"1","8","230","00:27:13:00","00:27:16:09","A mage of Jeongjingak
is urgently looking for our young master."
"1","8","231","00:27:26:04","00:27:27:22","I did not know you were here as well."
"1","8","232","00:27:27:24","00:27:29:06","What is it?"
"1","8","233","00:27:30:11","00:27:31:16","I think Uk"
"1","8","234","00:27:32:12","00:27:34:07","fell victim to the alchemy of souls."
"1","8","235","00:27:35:09","00:27:36:11","What?"
"1","8","236","00:28:00:21","00:28:02:05","That is Cheonbugwan."
"1","8","237","00:28:02:19","00:28:05:18","Could the real Danju
be inside those walls?"
"1","8","238","00:28:28:22","00:28:31:12","This is the way to the royal palace."
"1","8","239","00:28:32:08","00:28:35:04","Could the real Danju be in there?"
"1","8","240","00:28:44:24","00:28:46:03","I am from Cheonbugwan."
"1","8","241","00:28:46:21","00:28:48:15","It must be urgent."
"1","8","242","00:28:56:19","00:28:58:00","Let me see your face."
"1","8","243","00:28:58:02","00:29:00:00","This is urgent. Move aside."
"1","8","244","00:29:00:02","00:29:01:10","Let me see your face."
"1","8","245","00:29:23:23","00:29:24:24","A soul shifter."
"1","8","246","00:29:27:23","00:29:29:01","Go after him!"
"1","8","247","00:31:16:17","00:31:18:19","So the real Danju is inside the palace."
"1","8","248","00:31:21:10","00:31:22:19","The ice stone, was it?"
"1","8","249","00:31:23:23","00:31:25:11","You mentioned it."
"1","8","250","00:31:27:03","00:31:30:06","I will find that and prevent her
from meeting the same fate as you."
"1","8","251","00:32:01:12","00:32:02:23","Hold on. Is he really…"
"1","8","252","00:32:03:22","00:32:05:06","Look at him!"
"1","8","253","00:32:05:08","00:32:06:22","Is he really dead?"
"1","8","254","00:32:06:24","00:32:08:18","-Touch him.
-Should I?"
"1","8","255","00:32:08:21","00:32:10:23","-Goodness!
-Goodness!"
"1","8","256","00:32:26:21","00:32:28:21","He tried to enter the palace
while running wild."
"1","8","257","00:32:30:18","00:32:31:23","Did you kill him?"
"1","8","258","00:32:32:24","00:32:34:11","How could we?"
"1","8","259","00:32:34:13","00:32:37:09","An unknown mage suddenly appeared
and used a spell on him."
"1","8","260","00:32:38:03","00:32:40:09","Which family was he from?
Did you see his face?"
"1","8","261","00:32:40:11","00:32:41:24","No, my lord.
It was covered with a blue cloth."
"1","8","262","00:32:42:02","00:32:44:18","However, I did see which spell he used."
"1","8","263","00:32:51:05","00:32:52:09","It was Tansu."
"1","8","264","00:32:55:21","00:32:58:18","-Tansu?
-Yes, I am sure of it."
"1","8","265","00:32:59:21","00:33:01:10","He flicked energy with his sword."
"1","8","266","00:33:04:02","00:33:07:04","Tansu was the spell Naksu used."
"1","8","267","00:33:07:06","00:33:10:06","Was there another mage
who had mastered it?"
"1","8","268","00:33:19:08","00:33:21:19","I heard you caught
a soul shifter who had run wild."
"1","8","269","00:33:22:11","00:33:25:18","We came here to see who it was."
"1","8","270","00:33:27:01","00:33:29:24","Sure. Feel free to take a look at him."
"1","8","271","00:33:53:21","00:33:54:24","Is he not Gil-ju,"
"1","8","272","00:33:55:21","00:33:58:16","one of your men?"
"1","8","273","00:34:00:14","00:34:02:18","That is correct."
"1","8","274","00:34:05:05","00:34:07:20","Bring his body inside
and make everyone leave."
"1","8","275","00:34:07:23","00:34:08:20","Yes, my lord."
"1","8","276","00:34:14:10","00:34:17:14","Jin Mu was with me
when the alchemy of souls took place."
"1","8","277","00:34:18:10","00:34:20:00","He is panicking as well."
"1","8","278","00:34:21:00","00:34:24:11","He was not aware
of this alchemy of souls either."
"1","8","279","00:34:26:04","00:34:29:14","I will take care of this
since it occurred inside Cheonbugwan."
"1","8","280","00:34:29:16","00:34:31:09","It has nothing to do with Songrim."
"1","8","281","00:34:32:01","00:34:33:03","Sure."
"1","8","282","00:34:33:22","00:34:36:21","However, please ask us for help"
"1","8","283","00:34:37:11","00:34:39:19","if you ever need any."
"1","8","284","00:34:42:09","00:34:44:20","Another soul shifter had run wild?"
"1","8","285","00:34:45:10","00:34:48:13","Fortunately, he was caught
and died of petrification."
"1","8","286","00:34:48:15","00:34:50:15","And who was this soul shifter?"
"1","8","287","00:34:50:17","00:34:51:23","It was"
"1","8","288","00:34:52:00","00:34:55:05","Gil-ju, a mage of Cheonbugwan."
"1","8","289","00:34:57:01","00:34:59:04","Gil-ju had become a soul shifter?"
"1","8","290","00:35:00:04","00:35:03:06","Then was he caught in Cheonbugwan?"
"1","8","291","00:35:03:08","00:35:05:08","He was caught in front of the palace."
"1","8","292","00:35:05:10","00:35:08:11","He tried to enter the premises
after running wild."
"1","8","293","00:35:09:11","00:35:11:03","He was on his way here?"
"1","8","294","00:35:11:05","00:35:13:10","Then a mage suddenly appeared"
"1","8","295","00:35:13:12","00:35:15:15","and subdued him by using Tansu."
"1","8","296","00:35:18:23","00:35:20:24","And who was this mage?"
"1","8","297","00:35:22:13","00:35:24:16","Naksu was the one who killed Gil-ju."
"1","8","298","00:35:24:18","00:35:25:24","-What?
-Naksu?"
"1","8","299","00:35:26:02","00:35:27:12","She is back!"
"1","8","300","00:35:27:14","00:35:29:11","-Naksu?
-The assassin?"
"1","8","301","00:35:30:00","00:35:34:01","Last night, the mage who appeared
in front of the palace used Tansu."
"1","8","302","00:35:34:03","00:35:35:23","That was the spell Naksu used."
"1","8","303","00:35:36:00","00:35:37:17","-Goodness.
-Really?"
"1","8","304","00:35:37:20","00:35:39:04","-It was hers?
-My gosh."
"1","8","305","00:35:39:06","00:35:40:14","Hold on!"
"1","8","306","00:35:40:15","00:35:41:24","Naksu is dead."
"1","8","307","00:35:42:01","00:35:42:23","-Right.
-Right."
"1","8","308","00:35:43:00","00:35:45:23","Everyone here witnessed
her body turn to ash."
"1","8","309","00:35:46:00","00:35:48:08","I saw it with my own two eyes."
"1","8","310","00:35:48:10","00:35:49:15","-That is right.
-True."
"1","8","311","00:35:49:17","00:35:52:02","Unlike her body, her soul is still alive."
"1","8","312","00:35:52:04","00:35:55:14","The Shadow Assassin
has returned as a soul shifter!"
"1","8","313","00:35:55:16","00:35:57:08","-What?
-Is that true?"
"1","8","314","00:35:57:10","00:35:59:07","-That cannot be.
-Really?"
"1","8","315","00:35:59:10","00:36:01:06","But Naksu is female."
"1","8","316","00:36:01:09","00:36:03:10","It was a man who killed Gil-ju."
"1","8","317","00:36:03:12","00:36:06:16","He was a tall, young man
with a blue cloth covering his face."
"1","8","318","00:36:07:08","00:36:09:08","Naksu shifted souls, right?"
"1","8","319","00:36:09:10","00:36:12:02","She must have shifted souls
with that tall man."
"1","8","320","00:36:13:22","00:36:15:20","Then she must have become stronger."
"1","8","321","00:36:17:07","00:36:18:24","She was powerful to begin with."
"1","8","322","00:36:19:01","00:36:22:12","But she has become invincible
thanks to shifting into a strong body."
"1","8","323","00:36:24:18","00:36:26:03","Murdering Gil-ju is her revenge"
"1","8","324","00:36:26:05","00:36:28:17","on Cheonbugwan for burning her body"
"1","8","325","00:36:29:08","00:36:30:21","and killing her men."
"1","8","326","00:36:30:23","00:36:32:08","Why us?"
"1","8","327","00:36:32:11","00:36:34:08","Songrim was the one who killed Naksu."
"1","8","328","00:36:35:07","00:36:40:01","""The invincible Naksu
dressed in blue cloth has returned,"
"1","8","329","00:36:40:03","00:36:42:18","and Songrim is her next target."""
"1","8","330","00:36:42:20","00:36:45:24","This is the rumor
that I have been hearing."
"1","8","331","00:36:46:01","00:36:48:23","The soul shifter was caught
only a few hours ago."
"1","8","332","00:36:49:01","00:36:50:20","How is it we already have
such absurd rumors?"
"1","8","333","00:36:51:10","00:36:55:05","Such rumors tend to spread
like wildfire and be exaggerated."
"1","8","334","00:36:55:07","00:36:56:23","And the rumor is reasonable."
"1","8","335","00:36:57:01","00:37:00:00","The mage who killed Gil-ju used Tansu,"
"1","8","336","00:37:00:02","00:37:02:11","and that is exactly the spell Naksu used."
"1","8","337","00:37:02:13","00:37:04:11","Who said she was the only one
who could use it?"
"1","8","338","00:37:06:01","00:37:08:19","I could master it
right now if I wanted to."
"1","8","339","00:37:10:14","00:37:13:06","If this rumor spreads within Songrim,"
"1","8","340","00:37:13:08","00:37:16:10","I will hold you responsible.
So make sure that never happens."
"1","8","341","00:37:17:05","00:37:18:06","Yes, my lord."
"1","8","342","00:37:21:16","00:37:24:16","I am truly relieved
that it was not Young Master Jang"
"1","8","343","00:37:24:18","00:37:26:04","who had shifted souls and died."
"1","8","344","00:37:27:01","00:37:30:07","But then why did we find
his belongings there?"
"1","8","345","00:37:31:23","00:37:34:04","We will know once we find him."
"1","8","346","00:37:40:05","00:37:42:18","You do not look too well."
"1","8","347","00:37:50:01","00:37:51:09","You should"
"1","8","348","00:37:52:03","00:37:54:12","go home and wait for him there."
"1","8","349","00:38:04:20","00:38:06:13","Are you feeling very unwell?"
"1","8","350","00:38:07:03","00:38:10:04","I was so surprised
that the honey biscuit I had last night"
"1","8","351","00:38:10:07","00:38:12:07","is giving me indigestion."
"1","8","352","00:38:14:08","00:38:17:07","I was so shocked
when I heard about his soul shifting"
"1","8","353","00:38:17:09","00:38:19:17","that even my soul exited
and entered my body again."
"1","8","354","00:38:27:21","00:38:30:06","Is it really back?"
"1","8","355","00:38:33:04","00:38:34:12","Is that you, Maidservant Kim?"
"1","8","356","00:38:35:08","00:38:37:21","No, my lord. I am Maidservant Park."
"1","8","357","00:38:39:01","00:38:42:17","If I could, I would like to slap
Young Master Park's back for shocking me."
"1","8","358","00:38:44:19","00:38:46:04","Slap mine instead."
"1","8","359","00:38:48:14","00:38:51:03","I can allow that for Maidservant Park."
"1","8","360","00:38:51:18","00:38:52:20","Go on."
"1","8","361","00:38:52:22","00:38:54:16","I have pretty strong hands."
"1","8","362","00:38:54:18","00:38:56:17","It will hurt."
"1","8","363","00:38:57:14","00:38:59:19","I will not be a baby about it,"
"1","8","364","00:38:59:21","00:39:01:04","so go on."
"1","8","365","00:39:01:18","00:39:02:21","Goodness."
"1","8","366","00:39:04:20","00:39:07:17","This means you have already hit me once."
"1","8","367","00:39:09:01","00:39:10:08","Why?"
"1","8","368","00:39:11:01","00:39:13:04","Are you going to do something
to make me upset?"
"1","8","369","00:39:13:06","00:39:15:19","Then take it back."
"1","8","370","00:39:15:21","00:39:17:04","Hit me back."
"1","8","371","00:39:18:00","00:39:19:03","Go on."
"1","8","372","00:39:20:02","00:39:21:14","Hurry up."
"1","8","373","00:39:27:05","00:39:28:11","I do not want…"
"1","8","374","00:39:30:05","00:39:31:21","to hurt you."
"1","8","375","00:39:34:06","00:39:36:05","As Songrim's leader,"
"1","8","376","00:39:37:11","00:39:40:10","there will come a time
when I will have to be cold and heartless."
"1","8","377","00:39:41:02","00:39:42:10","But I truly"
"1","8","378","00:39:43:13","00:39:45:05","do not want to hurt you."
"1","8","379","00:39:50:22","00:39:52:05","Is your heart troubled"
"1","8","380","00:39:52:19","00:39:56:05","because of what you asked me yesterday
regarding Master Jang Gang?"
"1","8","381","00:39:56:20","00:39:58:19","There has been chaos lately."
"1","8","382","00:39:58:21","00:40:00:21","But I have failed to be objective"
"1","8","383","00:40:01:21","00:40:03:20","as the leader."
"1","8","384","00:40:04:19","00:40:06:22","Your slap helped me come to my senses."
"1","8","385","00:40:07:18","00:40:10:23","I must act wisely from now on."
"1","8","386","00:40:15:03","00:40:17:01","Feel free to hit me every now and then"
"1","8","387","00:40:18:09","00:40:19:24","as Maidservant Park."
"1","8","388","00:40:21:21","00:40:23:01","If it is you,"
"1","8","389","00:40:24:01","00:40:25:15","I can allow that."
"1","8","390","00:40:41:20","00:40:43:03","Why are you here?"
"1","8","391","00:40:43:05","00:40:45:19","Master Heo ordered me
to trace the root of the sorcery."
"1","8","392","00:40:45:21","00:40:48:03","And this is what I found here."
"1","8","393","00:40:49:03","00:40:51:06","I must have left it behind."
"1","8","394","00:40:52:17","00:40:54:05","Do you not need it anymore?"
